text,amount,date,merchant,category,is_subscription,source
Покупка. Подружка. 118608.00 RUB,118608,2024-06-09,Подружка,Красота и уход,0,csv
Покупка. Сбер Инвестор. 67642.00 RUB,67642,2024-09-08,Сбер Инвестор,Инвестиции,0,csv
Покупка. Steam. 30726.00 RUB,30726,2024-11-07,Steam,Развлечения,0,csv
Покупка. Прочий платеж. 95371.00 RUB,95371,2024-06-25,Прочий платеж,Прочее,0,csv
Netflix Подписки 85562,85562,2025-02-13,Netflix,Подписки,0,manual
Перекрёсток Продукты 27000,27000,2024-08-10,Перекрёсток,Продукты,0,manual
Покупка. Вкусно и точка. 61384.00 RUB,61384,2024-10-04,Вкусно и точка,Фастфуд,0,csv
Потратил 59476 рублей в Сбер Инвестор на инвестиции,59476,2024-11-04,Сбер Инвестор,Инвестиции,0,voice
Золотое Яблоко Красота и уход 125031,125031,2024-06-21,Золотое Яблоко,Красота и уход,0,manual
Okko подписка 15101,15101,2024-10-24,Okko,Кино и сериалы,1,manual
Оплатил подписку IVI 399 рублей,399,2025-04-23,IVI,Кино и сериалы,1,voice
Покупка. Компания ООО Ромашка. 92490.00 RUB,92490,2024-07-19,Компания ООО Ромашка,Зарплата,0,csv
Покупка. Подорожник. 14788.00 RUB,14788,2024-04-21,Подорожник,Общественный транспорт,0,csv
СПИСАНИЕ 890.00 РОСТЕЛЕКОМ,890,2024-09-16,Ростелеком,Интернет и связь,1,csv
Потратил 30428 рублей в ФНС на налоги,30428,2025-04-26,ФНС,Налоги,0,voice
Покупка. Тройка. 112116.00 RUB,112116,2024-09-05,Тройка,Общественный транспорт,0,csv
Оплатил подписку Билайн 700 рублей,700,2024-07-02,Билайн,Интернет и связь,1,voice
Покупка. Нетология. 95670.00 RUB,95670,2024-11-12,Нетология,Образование,0,csv
Покупка. World Class. 121486.00 RUB,121486,2025-03-27,World Class,Спорт,0,csv
Сбер Налоги 64860,64860,2024-09-19,Сбер,Налоги,0,manual
ECCO Обувь 38855,38855,2024-03-13,ECCO,Обувь,0,manual
Покупка. Zarina. 70767.00 RUB,70767,2024-04-26,Zarina,Одежда,0,csv
Водоканал подписка 1100,1100,2024-07-26,Водоканал,Коммунальные услуги,1,manual
Ситимобил Такси 25465,25465,2024-02-09,Ситимобил,Такси,0,manual
Золотое Яблоко Красота и уход 97282,97282,2025-03-16,Золотое Яблоко,Красота и уход,0,manual
Покупка. Подорожник. 87301.00 RUB,87301,2024-06-26,Подорожник,Общественный транспорт,0,csv
Подорожник Общественный транспорт 12542,12542,2024-08-05,Подорожник,Общественный транспорт,0,manual
ИП Иванов Зарплата 88362,88362,2024-09-14,ИП Иванов,Зарплата,0,manual
Покупка. ФНС. 69169.00 RUB,69169,2024-10-02,ФНС,Налоги,0,csv
Потратил 121086 рублей в Аптека 36.6 на здоровье и аптеки,121086,2024-12-26,Аптека 36.6,Здоровье и аптеки,0,voice
S7 Airlines Транспорт 85317,85317,2024-12-21,S7 Airlines,Транспорт,0,manual
Потратил 117142 рублей в Алексей на переводы,117142,2024-10-24,Алексей,Переводы,0,voice
Потратил 22371 рублей в Подорожник на общественный транспорт,22371,2024-06-08,Подорожник,Общественный транспорт,0,voice
Потратил 69074 рублей в Fitmost на спорт,69074,2024-03-22,Fitmost,Спорт,0,voice
Потратил 81320 рублей в Якитория на кафе и рестораны,81320,2025-01-04,Якитория,Кафе и рестораны,0,voice
Глобус Супермаркеты 102122,102122,2024-03-16,Глобус,Супермаркеты,0,manual
Покупка. IVI. 94612.00 RUB,94612,2024-09-10,IVI,Кино и сериалы,0,csv
Потратил 5971 рублей в Steam на развлечения,5971,2025-02-02,Steam,Развлечения,0,voice
Покупка. Спортмастер. 127159.00 RUB,127159,2024-11-21,Спортмастер,Обувь,0,csv
Потратил 52756 рублей в Freelance клиент на фриланс,52756,2024-07-07,Freelance клиент,Фриланс,0,voice
VK Play Развлечения 99759,99759,2025-04-23,VK Play,Развлечения,0,manual
Потратил 118742 рублей в Прочий платеж на прочее,118742,2025-02-08,Прочий платеж,Прочее,0,voice
Покупка. ООО Техно. 128107.00 RUB,128107,2024-06-13,ООО Техно,Зарплата,0,csv
Покупка. Шоколадница. 7431.00 RUB,7431,2024-07-21,Шоколадница,Кафе и рестораны,0,csv
Клиент Telegram Фриланс 25860,25860,2024-11-14,Клиент Telegram,Фриланс,0,manual
IVI подписка 399,399,2025-02-13,IVI,Кино и сериалы,1,manual
IVI подписка 399,399,2025-01-06,IVI,Подписки,1,manual
Потратил 16445 рублей в METRO на супермаркеты,16445,2024-09-12,METRO,Супермаркеты,0,voice
Покупка. Окей. 39776.00 RUB,39776,2024-03-12,Окей,Супермаркеты,0,csv
Окей Супермаркеты 23129,23129,2025-01-22,Окей,Супермаркеты,0,manual
Покупка. Заказчик Upwork. 7489.00 RUB,7489,2024-01-03,Заказчик Upwork,Фриланс,0,csv
Покупка. Ситимобил. 93346.00 RUB,93346,2024-01-23,Ситимобил,Такси,0,csv
Потратил 115709 рублей в Шоколадница на кафе и рестораны,115709,2024-05-11,Шоколадница,Кафе и рестораны,0,voice
Потратил 14419 рублей в ООО Техно на зарплата,14419,2024-12-28,ООО Техно,Зарплата,0,voice
Ralf Ringer Обувь 33223,33223,2024-05-03,Ralf Ringer,Обувь,0,manual
Потратил 7367 рублей в Водоканал на коммунальные услуги,7367,2024-05-09,Водоканал,Коммунальные услуги,0,voice
РЖД Путешествия 125902,125902,2024-12-25,РЖД,Путешествия,0,manual
Сбер Налоги 98811,98811,2025-04-20,Сбер,Налоги,0,manual
Потратил 35807 рублей в Skillbox на образование,35807,2025-02-26,Skillbox,Образование,0,voice
Потратил 55293 рублей в Ozon на техника и электроника,55293,2025-02-25,Ozon,Техника и электроника,0,voice
СПИСАНИЕ 199.00 WILDBERRIES PLUS,199,2024-06-06,Wildberries Plus,Подписки,1,csv
Сбер Инвестор Инвестиции 17406,17406,2024-10-19,Сбер Инвестор,Инвестиции,0,manual
Покупка. Окей. 76322.00 RUB,76322,2024-10-14,Окей,Супермаркеты,0,csv
Покупка. Тройка. 36193.00 RUB,36193,2024-05-30,Тройка,Общественный транспорт,0,csv
Потратил 30854 рублей в Тануки на кафе и рестораны,30854,2024-08-04,Тануки,Кафе и рестораны,0,voice
Подари жизнь Благотворительность 66812,66812,2024-12-04,Подари жизнь,Благотворительность,0,manual
Покупка. Сбер Инвестор. 10803.00 RUB,10803,2024-04-13,Сбер Инвестор,Инвестиции,0,csv
Покупка. ECCO. 148415.00 RUB,148415,2024-05-04,ECCO,Обувь,0,csv
IVI Кино и сериалы 51024,51024,2024-04-14,IVI,Кино и сериалы,0,manual
Покупка. KION. 11183.00 RUB,11183,2025-01-23,KION,Кино и сериалы,0,csv
Потратил 143455 рублей в Freelance клиент на фриланс,143455,2025-01-03,Freelance клиент,Фриланс,0,voice
Потратил 139331 рублей в Прочий платеж на прочее,139331,2024-03-22,Прочий платеж,Прочее,0,voice
Покупка. Кофемания. 4472.00 RUB,4472,2025-03-28,Кофемания,Кафе и рестораны,0,csv
Потратил 149203 рублей в Горздрав на здоровье и аптеки,149203,2024-03-25,Горздрав,Здоровье и аптеки,0,voice
Netflix Подписки 120978,120978,2024-11-21,Netflix,Подписки,0,manual
Потратил 22320 рублей в ИП Иванов на зарплата,22320,2024-12-04,ИП Иванов,Зарплата,0,voice
Подари жизнь Благотворительность 15974,15974,2024-03-19,Подари жизнь,Благотворительность,0,manual
СПИСАНИЕ 299.00 СБЕРПРАЙМ,299,2024-07-23,СберПрайм,Подписки,1,csv
Fitmost Спорт 1693,1693,2025-01-29,Fitmost,Спорт,0,manual
Покупка. Компания ООО Ромашка. 93341.00 RUB,93341,2024-08-18,Компания ООО Ромашка,Зарплата,0,csv
Потратил 93820 рублей в РЖД на путешествия,93820,2024-08-04,РЖД,Путешествия,0,voice
СПИСАНИЕ 18271.00 OKKO,18271,2024-11-06,Okko,Кино и сериалы,1,csv
Мама Переводы 76591,76591,2025-04-10,Мама,Переводы,0,manual
Покупка. Сбер. 48498.00 RUB,48498,2024-09-24,Сбер,Налоги,0,csv
Покупка. Ozon. 148309.00 RUB,148309,2024-12-25,Ozon,Техника и электроника,0,csv
Потратил 4417 рублей в Ozon на техника и электроника,4417,2024-12-05,Ozon,Техника и электроника,0,voice
Яндекс Go Такси 68843,68843,2024-11-14,Яндекс Go,Такси,0,manual
Потратил 18483 рублей в РЖД на транспорт,18483,2024-08-31,РЖД,Транспорт,0,voice
Покупка. Алексей. 19790.00 RUB,19790,2024-05-13,Алексей,Переводы,0,csv
Покупка. Wildberries. 11687.00 RUB,11687,2024-11-03,Wildberries,Одежда,0,csv
Покупка. Саша. 50184.00 RUB,50184,2024-11-14,Саша,Переводы,0,csv
Покупка. ООО Техно. 125684.00 RUB,125684,2024-03-11,ООО Техно,Зарплата,0,csv
СПИСАНИЕ 620.00 МЕГАФОН,620,2024-06-23,МегаФон,Интернет и связь,1,csv
Покупка. СберПрайм. 23546.00 RUB,23546,2024-01-13,СберПрайм,Подписки,0,csv
М.Видео Техника и электроника 59420,59420,2024-04-22,М.Видео,Техника и электроника,0,manual
Тройка Общественный транспорт 100712,100712,2024-06-12,Тройка,Общественный транспорт,0,manual
Покупка. Прочий платеж. 77510.00 RUB,77510,2024-10-03,Прочий платеж,Прочее,0,csv
Потратил 78679 рублей в Компания ООО Ромашка на зарплата,78679,2024-10-22,Компания ООО Ромашка,Зарплата,0,voice
DNS Техника и электроника 44947,44947,2024-04-30,DNS,Техника и электроника,0,manual
Покупка. Skillbox. 90513.00 RUB,90513,2025-01-05,Skillbox,Образование,0,csv
Потратил 7185 рублей в Zarina на одежда,7185,2024-02-07,Zarina,Одежда,0,voice
Покупка. Пятёрочка. 95508.00 RUB,95508,2024-12-13,Пятёрочка,Продукты,0,csv
СПИСАНИЕ 81325.00 OKKO,81325,2024-09-08,Okko,Кино и сериалы,1,csv
Потратил 117119 рублей в Aviasales на путешествия,117119,2024-05-18,Aviasales,Путешествия,0,voice
Потратил 144063 рублей в METRO на супермаркеты,144063,2025-03-14,METRO,Супермаркеты,0,voice
Потратил 35352 рублей в Золотое Яблоко на красота и уход,35352,2024-03-28,Золотое Яблоко,Красота и уход,0,voice
Додо Пицца Фастфуд 86087,86087,2024-11-11,Додо Пицца,Фастфуд,0,manual
Потратил 90331 рублей в Aviasales на путешествия,90331,2025-02-02,Aviasales,Путешествия,0,voice
Покупка. PlayStation Store. 138886.00 RUB,138886,2024-05-03,PlayStation Store,Развлечения,0,csv
Потратил 54786 рублей в World Class на спорт,54786,2024-03-31,World Class,Спорт,0,voice
Потратил 13743 рублей в Перекрёсток на продукты,13743,2024-04-27,Перекрёсток,Продукты,0,voice
Потратил 133271 рублей в Анна на переводы,133271,2025-01-25,Анна,Переводы,0,voice
Потратил 119032 рублей в Шоколадница на кафе и рестораны,119032,2024-03-29,Шоколадница,Кафе и рестораны,0,voice
РЖД Путешествия 85700,85700,2024-07-01,РЖД,Путешествия,0,manual
KFC Фастфуд 56307,56307,2024-08-25,KFC,Фастфуд,0,manual
Ашан Супермаркеты 111814,111814,2025-01-29,Ашан,Супермаркеты,0,manual
Потратил 6104 рублей в Мама на переводы,6104,2025-02-11,Мама,Переводы,0,voice
Яндекс Go Такси 27175,27175,2024-08-27,Яндекс Go,Такси,0,manual
DNS Техника и электроника 139651,139651,2024-11-14,DNS,Техника и электроника,0,manual
Потратил 43102 рублей в Aviasales на путешествия,43102,2024-09-07,Aviasales,Путешествия,0,voice
Оплатил подписку Okko 54550 рублей,54550,2024-04-19,Okko,Кино и сериалы,1,voice
Покупка. Okko. 91176.00 RUB,91176,2024-10-14,Okko,Кино и сериалы,0,csv
Покупка. Ситимобил. 96394.00 RUB,96394,2024-07-22,Ситимобил,Такси,0,csv
Потратил 16809 рублей в Ralf Ringer на обувь,16809,2024-10-23,Ralf Ringer,Обувь,0,voice
Покупка. Ситимобил. 85553.00 RUB,85553,2025-03-08,Ситимобил,Такси,0,csv
Покупка. Aviasales. 148638.00 RUB,148638,2024-06-04,Aviasales,Путешествия,0,csv
СПИСАНИЕ 399.00 IVI,399,2024-07-05,IVI,Кино и сериалы,1,csv
Подорожник Общественный транспорт 51422,51422,2025-01-21,Подорожник,Общественный транспорт,0,manual
Покупка. Подружка. 46023.00 RUB,46023,2024-06-27,Подружка,Красота и уход,0,csv
Покупка. Ригла. 133232.00 RUB,133232,2024-06-30,Ригла,Здоровье и аптеки,0,csv
Потратил 130521 рублей в Skillbox на образование,130521,2024-08-11,Skillbox,Образование,0,voice
Горздрав Здоровье и аптеки 84790,84790,2024-12-12,Горздрав,Здоровье и аптеки,0,manual
СПИСАНИЕ 3800.00 ЖКХ СЕРВИС,3800,2024-03-01,ЖКХ Сервис,Коммунальные услуги,1,csv
Skillbox Образование 13748,13748,2024-07-21,Skillbox,Образование,0,manual
Покупка. Подружка. 108461.00 RUB,108461,2025-04-17,Подружка,Красота и уход,0,csv
Потратил 26116 рублей в VK Play на развлечения,26116,2024-07-10,VK Play,Развлечения,0,voice
Потратил 82105 рублей в Fitmost на спорт,82105,2024-11-11,Fitmost,Спорт,0,voice
Аэроэкспресс Транспорт 131929,131929,2024-08-21,Аэроэкспресс,Транспорт,0,manual
Потратил 111395 рублей в Перекрёсток на продукты,111395,2024-05-14,Перекрёсток,Продукты,0,voice
М.Видео Техника и электроника 93664,93664,2024-01-24,М.Видео,Техника и электроника,0,manual
Покупка. Тинькофф Инвестиции. 78537.00 RUB,78537,2024-12-18,Тинькофф Инвестиции,Инвестиции,0,csv
Потратил 102218 рублей в DNS на техника и электроника,102218,2024-04-22,DNS,Техника и электроника,0,voice
Билайн подписка 700,700,2025-01-01,Билайн,Интернет и связь,1,manual
IVI подписка 399,399,2024-08-25,IVI,Кино и сериалы,1,manual
Покупка. Wildberries. 42716.00 RUB,42716,2024-01-15,Wildberries,Одежда,0,csv
Потратил 87771 рублей в Мама на переводы,87771,2024-03-30,Мама,Переводы,0,voice
Покупка. KFC. 58826.00 RUB,58826,2024-10-14,KFC,Фастфуд,0,csv
Покупка. Магнит. 73897.00 RUB,73897,2024-05-15,Магнит,Продукты,0,csv
Потратил 129184 рублей в Freelance клиент на фриланс,129184,2024-07-12,Freelance клиент,Фриланс,0,voice
СПИСАНИЕ 399.00 IVI,399,2025-03-22,IVI,Подписки,1,csv
KION подписка 123596,123596,2024-11-18,KION,Кино и сериалы,1,manual
Покупка. Якитория. 25620.00 RUB,25620,2024-03-08,Якитория,Кафе и рестораны,0,csv
ИП Иванов Зарплата 72348,72348,2024-07-08,ИП Иванов,Зарплата,0,manual
Покупка. ФНС. 143229.00 RUB,143229,2024-06-09,ФНС,Налоги,0,csv
Оплатил подписку Wildberries Plus 199 рублей,199,2025-03-18,Wildberries Plus,Подписки,1,voice
Покупка. ООО Техно. 17493.00 RUB,17493,2024-08-09,ООО Техно,Зарплата,0,csv
Потратил 91322 рублей в X-Fit на спорт,91322,2025-04-17,X-Fit,Спорт,0,voice
Потратил 35038 рублей в Сбер на налоги,35038,2024-10-08,Сбер,Налоги,0,voice
Покупка. Freelance клиент. 84379.00 RUB,84379,2024-02-10,Freelance клиент,Фриланс,0,csv
Покупка. РЖД. 11626.00 RUB,11626,2024-02-03,РЖД,Транспорт,0,csv
Skyeng Образование 79198,79198,2025-01-21,Skyeng,Образование,0,manual
Потратил 16635 рублей в X-Fit на спорт,16635,2024-03-03,X-Fit,Спорт,0,voice
Покупка. Якитория. 111008.00 RUB,111008,2024-05-02,Якитория,Кафе и рестораны,0,csv
Потратил 148038 рублей в Подорожник на общественный транспорт,148038,2024-10-04,Подорожник,Общественный транспорт,0,voice
Потратил 14152 рублей в Booking на путешествия,14152,2024-06-10,Booking,Путешествия,0,voice
Потратил 84519 рублей в Компания ООО Ромашка на зарплата,84519,2024-11-05,Компания ООО Ромашка,Зарплата,0,voice
Покупка. Сбер. 26786.00 RUB,26786,2024-11-12,Сбер,Налоги,0,csv
Покупка. Анна. 70616.00 RUB,70616,2024-02-01,Анна,Переводы,0,csv
Покупка. Перекрёсток. 128697.00 RUB,128697,2024-07-06,Перекрёсток,Продукты,0,csv
Потратил 76296 рублей в ФНС на налоги,76296,2024-07-02,ФНС,Налоги,0,voice
Потратил 44098 рублей в Booking на путешествия,44098,2024-02-15,Booking,Путешествия,0,voice
Потратил 4426 рублей в Перекрёсток на продукты,4426,2024-12-12,Перекрёсток,Продукты,0,voice
Потратил 49062 рублей в Ростелеком на интернет и связь,49062,2024-10-06,Ростелеком,Интернет и связь,0,voice
Анна Переводы 71204,71204,2024-10-18,Анна,Переводы,0,manual
Покупка. Глобус. 116164.00 RUB,116164,2024-03-30,Глобус,Супермаркеты,0,csv
Потратил 97899 рублей в Lamoda на одежда,97899,2024-06-08,Lamoda,Одежда,0,voice
Потратил 12673 рублей в Вкусно и точка на фастфуд,12673,2024-10-20,Вкусно и точка,Фастфуд,0,voice
Подорожник Общественный транспорт 117422,117422,2025-01-23,Подорожник,Общественный транспорт,0,manual
Золотое Яблоко Красота и уход 99421,99421,2024-12-02,Золотое Яблоко,Красота и уход,0,manual
Потратил 111137 рублей в Лента на продукты,111137,2024-10-27,Лента,Продукты,0,voice
Потратил 95745 рублей в Steam на развлечения,95745,2025-02-21,Steam,Развлечения,0,voice
KFC Фастфуд 68877,68877,2025-02-07,KFC,Фастфуд,0,manual
Skyeng Образование 82145,82145,2025-02-01,Skyeng,Образование,0,manual
Покупка. Русфонд. 95599.00 RUB,95599,2024-10-02,Русфонд,Благотворительность,0,csv
Uber Russia Такси 16195,16195,2024-12-20,Uber Russia,Такси,0,manual
Покупка. Горздрав. 34495.00 RUB,34495,2025-03-29,Горздрав,Здоровье и аптеки,0,csv
Покупка. Аэроэкспресс. 28995.00 RUB,28995,2025-02-24,Аэроэкспресс,Транспорт,0,csv
Покупка. Ralf Ringer. 66065.00 RUB,66065,2024-11-02,Ralf Ringer,Обувь,0,csv
Потратил 137339 рублей в Лента на продукты,137339,2024-11-26,Лента,Продукты,0,voice
Uber Russia Такси 32665,32665,2024-01-10,Uber Russia,Такси,0,manual
Покупка. Магнит. 59115.00 RUB,59115,2024-06-30,Магнит,Продукты,0,csv
Покупка. Прочий платеж. 36096.00 RUB,36096,2024-01-14,Прочий платеж,Прочее,0,csv
РЖД Путешествия 100645,100645,2024-10-25,РЖД,Путешествия,0,manual
Покупка. Вкусно и точка. 123083.00 RUB,123083,2024-04-15,Вкусно и точка,Фастфуд,0,csv
Покупка. Freelance клиент. 68562.00 RUB,68562,2025-03-26,Freelance клиент,Фриланс,0,csv
Покупка. Подорожник. 110968.00 RUB,110968,2024-04-12,Подорожник,Общественный транспорт,0,csv
Подорожник Общественный транспорт 148708,148708,2025-03-19,Подорожник,Общественный транспорт,0,manual
Покупка. Ростелеком. 63683.00 RUB,63683,2025-01-09,Ростелеком,Интернет и связь,0,csv
Нетология Образование 138657,138657,2024-09-11,Нетология,Образование,0,manual
Покупка. Пятёрочка. 135281.00 RUB,135281,2024-02-15,Пятёрочка,Продукты,0,csv
Потратил 60468 рублей в Саша на переводы,60468,2024-04-29,Саша,Переводы,0,voice
Покупка. Русфонд. 85456.00 RUB,85456,2025-03-25,Русфонд,Благотворительность,0,csv
Потратил 53012 рублей в Компания ООО Ромашка на зарплата,53012,2024-02-18,Компания ООО Ромашка,Зарплата,0,voice
Потратил 72266 рублей в Steam на развлечения,72266,2024-02-11,Steam,Развлечения,0,voice
Потратил 122028 рублей в Анна на переводы,122028,2025-03-25,Анна,Переводы,0,voice
Потратил 128414 рублей в ФНС на налоги,128414,2024-09-14,ФНС,Налоги,0,voice
Водоканал подписка 1100,1100,2025-01-16,Водоканал,Коммунальные услуги,1,manual
Покупка. МегаФон. 10780.00 RUB,10780,2025-03-06,МегаФон,Интернет и связь,0,csv
Потратил 45183 рублей в МТС на интернет и связь,45183,2024-03-29,МТС,Интернет и связь,0,voice
Тинькофф Инвестиции Инвестиции 37199,37199,2024-04-02,Тинькофф Инвестиции,Инвестиции,0,manual
Потратил 136118 рублей в METRO на супермаркеты,136118,2024-05-30,METRO,Супермаркеты,0,voice
Потратил 83426 рублей в ИП Иванов на зарплата,83426,2024-02-27,ИП Иванов,Зарплата,0,voice
РЖД Путешествия 147317,147317,2024-02-20,РЖД,Путешествия,0,manual
Покупка. Ригла. 92654.00 RUB,92654,2024-08-31,Ригла,Здоровье и аптеки,0,csv
Потратил 37072 рублей в Бургер Кинг на фастфуд,37072,2024-12-08,Бургер Кинг,Фастфуд,0,voice
Покупка. Zarina. 4521.00 RUB,4521,2024-01-08,Zarina,Одежда,0,csv
Потратил 134060 рублей в Клиент Telegram на фриланс,134060,2024-05-30,Клиент Telegram,Фриланс,0,voice
Потратил 25608 рублей в Яндекс Go на такси,25608,2024-09-12,Яндекс Go,Такси,0,voice
Ашан Супермаркеты 58547,58547,2025-03-12,Ашан,Супермаркеты,0,manual
Потратил 129660 рублей в Саша на переводы,129660,2024-09-09,Саша,Переводы,0,voice
Потратил 67537 рублей в ООО Техно на зарплата,67537,2024-01-18,ООО Техно,Зарплата,0,voice
Netflix Подписки 124042,124042,2024-10-20,Netflix,Подписки,0,manual
Покупка. Uber Russia. 23873.00 RUB,23873,2024-09-11,Uber Russia,Такси,0,csv
Потратил 136510 рублей в Яндекс Плюс на подписки,136510,2024-02-28,Яндекс Плюс,Подписки,0,voice
Spotify подписка 169,169,2024-03-24,Spotify,Подписки,1,manual
Покупка. Ашан. 87782.00 RUB,87782,2025-03-14,Ашан,Супермаркеты,0,csv
Покупка. S7 Airlines. 127585.00 RUB,127585,2024-11-11,S7 Airlines,Транспорт,0,csv
Горздрав Здоровье и аптеки 75482,75482,2024-07-25,Горздрав,Здоровье и аптеки,0,manual
Потратил 101073 рублей в Яндекс Go на такси,101073,2024-08-19,Яндекс Go,Такси,0,voice
Пятёрочка Продукты 43075,43075,2024-01-23,Пятёрочка,Продукты,0,manual
Потратил 70259 рублей в Билайн на интернет и связь,70259,2024-01-06,Билайн,Интернет и связь,0,voice
Подружка Красота и уход 113481,113481,2024-05-25,Подружка,Красота и уход,0,manual
Покупка. Сбер Инвестор. 55908.00 RUB,55908,2024-07-18,Сбер Инвестор,Инвестиции,0,csv
Потратил 30529 рублей в S7 Airlines на транспорт,30529,2025-01-22,S7 Airlines,Транспорт,0,voice
Покупка. Заказчик Upwork. 87264.00 RUB,87264,2024-01-23,Заказчик Upwork,Фриланс,0,csv
Потратил 62917 рублей в Саша на переводы,62917,2024-05-18,Саша,Переводы,0,voice
PlayStation Store Развлечения 142071,142071,2025-04-15,PlayStation Store,Развлечения,0,manual
Клиент Telegram Фриланс 7143,7143,2024-10-29,Клиент Telegram,Фриланс,0,manual
Потратил 138105 рублей в S7 Airlines на транспорт,138105,2024-05-26,S7 Airlines,Транспорт,0,voice
Ростелеком подписка 890,890,2025-04-11,Ростелеком,Интернет и связь,1,manual
Покупка. Сбер Инвестор. 115177.00 RUB,115177,2024-03-13,Сбер Инвестор,Инвестиции,0,csv
Ralf Ringer Обувь 38513,38513,2024-12-03,Ralf Ringer,Обувь,0,manual
Потратил 128368 рублей в ФНС на налоги,128368,2024-05-08,ФНС,Налоги,0,voice
Потратил 28298 рублей в Русфонд на благотворительность,28298,2024-08-17,Русфонд,Благотворительность,0,voice
Сервис оплаты Прочее 60587,60587,2024-10-18,Сервис оплаты,Прочее,0,manual
Потратил 68962 рублей в PlayStation Store на развлечения,68962,2025-02-20,PlayStation Store,Развлечения,0,voice
Потратил 74368 рублей в DNS на техника и электроника,74368,2024-06-03,DNS,Техника и электроника,0,voice
VK Play Развлечения 95235,95235,2024-09-05,VK Play,Развлечения,0,manual
Потратил 83464 рублей в KION на кино и сериалы,83464,2024-03-22,KION,Кино и сериалы,0,voice
Покупка. Wildberries. 134167.00 RUB,134167,2025-01-22,Wildberries,Одежда,0,csv
Оплатил подписку МегаФон 620 рублей,620,2025-03-18,МегаФон,Интернет и связь,1,voice
Потратил 65586 рублей в Магнит на продукты,65586,2024-05-01,Магнит,Продукты,0,voice
Покупка. Кофемания. 77053.00 RUB,77053,2024-03-20,Кофемания,Кафе и рестораны,0,csv
Покупка. Тануки. 25718.00 RUB,25718,2024-04-24,Тануки,Кафе и рестораны,0,csv
Покупка. Сбер. 130925.00 RUB,130925,2024-06-23,Сбер,Налоги,0,csv
Потратил 56320 рублей в PlayStation Store на развлечения,56320,2024-09-06,PlayStation Store,Развлечения,0,voice
Потратил 115733 рублей в ЖКХ Сервис на коммунальные услуги,115733,2025-01-12,ЖКХ Сервис,Коммунальные услуги,0,voice
Потратил 39793 рублей в Вкусно и точка на фастфуд,39793,2024-03-24,Вкусно и точка,Фастфуд,0,voice
Потратил 83238 рублей в Steam на развлечения,83238,2025-01-25,Steam,Развлечения,0,voice
Покупка. Подари жизнь. 53412.00 RUB,53412,2025-03-12,Подари жизнь,Благотворительность,0,csv
Потратил 48818 рублей в Билайн на интернет и связь,48818,2024-05-27,Билайн,Интернет и связь,0,voice
Оплатил подписку Мосэнергосбыт 2400 рублей,2400,2025-03-18,Мосэнергосбыт,Коммунальные услуги,1,voice
Потратил 116585 рублей в Золотое Яблоко на красота и уход,116585,2024-06-01,Золотое Яблоко,Красота и уход,0,voice
Кофемания Кафе и рестораны 56813,56813,2025-02-25,Кофемания,Кафе и рестораны,0,manual
СПИСАНИЕ 2400.00 МОСЭНЕРГОСБЫТ,2400,2024-08-07,Мосэнергосбыт,Коммунальные услуги,1,csv
Оплатил подписку Яндекс Плюс 399 рублей,399,2025-04-18,Яндекс Плюс,Подписки,1,voice
Покупка. Booking. 145679.00 RUB,145679,2025-04-07,Booking,Путешествия,0,csv
Оплатил подписку ЖКХ Сервис 3800 рублей,3800,2024-07-09,ЖКХ Сервис,Коммунальные услуги,1,voice
Потратил 139242 рублей в Яндекс Go на такси,139242,2024-06-23,Яндекс Go,Такси,0,voice
СПИСАНИЕ 700.00 БИЛАЙН,700,2024-07-01,Билайн,Интернет и связь,1,csv
Потратил 108854 рублей в ИП Иванов на зарплата,108854,2025-04-28,ИП Иванов,Зарплата,0,voice
Оплатил подписку Яндекс Плюс 399 рублей,399,2024-05-23,Яндекс Плюс,Подписки,1,voice
Потратил 16024 рублей в Русфонд на благотворительность,16024,2024-10-12,Русфонд,Благотворительность,0,voice
СПИСАНИЕ 890.00 РОСТЕЛЕКОМ,890,2024-12-27,Ростелеком,Интернет и связь,1,csv
Клиент Telegram Фриланс 24515,24515,2024-09-27,Клиент Telegram,Фриланс,0,manual
Покупка. Бургер Кинг. 70899.00 RUB,70899,2024-04-02,Бургер Кинг,Фастфуд,0,csv
Skyeng Образование 146925,146925,2024-04-30,Skyeng,Образование,0,manual
Покупка. IVI. 107984.00 RUB,107984,2024-05-10,IVI,Кино и сериалы,0,csv
Покупка. Тройка. 83715.00 RUB,83715,2024-06-22,Тройка,Общественный транспорт,0,csv
Потратил 49224 рублей в Подорожник на общественный транспорт,49224,2024-05-25,Подорожник,Общественный транспорт,0,voice
Fitmost Спорт 25947,25947,2025-01-28,Fitmost,Спорт,0,manual
Потратил 3348 рублей в РЖД на путешествия,3348,2024-05-18,РЖД,Путешествия,0,voice
Потратил 76344 рублей в Окей на супермаркеты,76344,2024-03-16,Окей,Супермаркеты,0,voice
Покупка. Steam. 8421.00 RUB,8421,2025-03-19,Steam,Развлечения,0,csv
Покупка. Пятёрочка. 120517.00 RUB,120517,2024-04-25,Пятёрочка,Продукты,0,csv
Потратил 58128 рублей в Додо Пицца на фастфуд,58128,2024-03-09,Додо Пицца,Фастфуд,0,voice
Оплатил подписку KION 135256 рублей,135256,2024-12-01,KION,Кино и сериалы,1,voice
Покупка. Русфонд. 44799.00 RUB,44799,2024-06-05,Русфонд,Благотворительность,0,csv
